0.000000 -1.333333 0.302879
0.001000 -1.333333 0.303571
0.002000 -1.333333 0.303268
0.003000 -1.333333 0.302629
0.004000 -1.333333 0.303129
0.005000 -1.333333 0.303122
0.006000 -1.333333 0.300498
0.007000 0.430398 0.302047
0.008000 1.333333 0.299251
0.009000 1.333333 0.300157
0.010000 1.333333 0.301537
0.011000 1.333333 0.302692
0.012000 1.333333 0.303838
0.013000 1.333333 0.304719
0.014000 1.333333 0.304963
0.015000 0.703036 0.304751
0.016000 -1.333333 0.303690
0.017000 -1.333333 0.304354
0.018000 -1.333333 0.303457
0.019000 -1.333333 0.301325
0.020000 -1.333333 0.300225
0.021000 -1.333333 0.301430
0.022000 -1.333333 0.300728
0.023000 -1.333333 0.300568
0.024000 -1.333333 0.300038
0.025000 -1.333333 0.302369
0.026000 -1.333333 0.303703
0.027000 0.573464 0.304553
0.028000 1.333333 0.305318
0.029000 1.333333 0.303667
0.030000 1.333333 0.302059
0.031000 1.333333 0.301898
0.032000 1.333333 0.302490
0.033000 1.333333 0.301598
0.034000 1.333333 0.299814
0.035000 0.703949 0.299635
0.036000 -1.333333 0.301172
0.037000 -1.333333 0.302209
0.038000 -1.333333 0.302717
0.039000 -1.333333 0.302404
0.040000 -1.333333 0.302535
0.041000 -1.333333 0.303575
0.042000 -1.333333 0.304972
0.043000 -1.333333 0.304242
0.044000 -1.333333 0.302332
0.045000 -1.333333 0.299981
0.046000 -1.333333 0.299123
0.047000 0.425322 0.299891
0.048000 1.333333 0.301117
0.049000 1.333333 0.300821
0.050000 1.333333 0.300992
0.051000 1.333333 0.301520
0.052000 1.333333 0.302339
0.053000 1.333333 0.302543
0.054000 1.333333 0.303784
0.055000 0.782918 0.304515
0.056000 -1.333333 0.302580
0.057000 -1.333333 0.303865
0.058000 -1.333333 0.300948
0.059000 -1.333333 0.301956
0.060000 -1.333333 0.300966
0.061000 -1.333333 0.300319
0.062000 -1.333333 0.299827
0.063000 -1.333333 0.300191
0.064000 -1.333333 0.301463
0.065000 -1.333333 0.303758
0.066000 -1.333333 0.305125
0.067000 0.542967 0.304307
0.068000 1.333333 0.303186
0.069000 1.333333 0.302125
0.070000 1.333333 0.302269
0.071000 1.333333 0.302611
0.072000 1.333333 0.301254
0.073000 1.333333 0.298999
0.074000 1.333333 0.300005
0.075000 0.718484 0.301715
0.076000 -1.333333 0.301969
0.077000 -1.333333 0.300643
0.078000 -1.333333 0.302043
0.079000 -1.333333 0.303947
0.080000 -1.333333 0.305453
0.081000 -1.333333 0.304612
0.082000 -1.333333 0.302345
0.083000 -1.333333 0.300830
0.084000 -1.333333 0.300480
0.085000 -1.333333 0.301593
0.086000 -1.333333 0.301136
0.087000 0.395495 0.299767
0.088000 1.333333 0.299534
0.089000 1.333333 0.300217
0.090000 1.333333 0.302372
0.091000 1.333333 0.303177
0.092000 1.333333 0.302385
0.093000 1.333333 0.303035
0.094000 1.333333 0.304328
0.095000 0.847366 0.304173
0.096000 -1.333333 0.301664
0.097000 -1.333333 0.300982
0.098000 -1.333333 0.300640
0.099000 -1.333333 0.300961
0.100000 -1.333333 0.301074
0.101000 -1.333333 0.301384
0.102000 -1.333333 0.302143
0.103000 -1.333333 0.302449
0.104000 -1.333333 0.302037
0.105000 -1.333333 0.302506
0.106000 -1.333333 0.304795
0.107000 0.551323 0.302162
0.108000 1.333333 0.303959
0.109000 1.333333 0.301164
0.110000 1.333333 0.300946
0.111000 1.333333 0.300786
0.112000 1.333333 0.300969
0.113000 1.333333 0.300234
0.114000 1.333333 0.299379
0.115000 0.811160 0.300227
0.116000 -1.333333 0.302893
0.117000 -1.333333 0.304117
