0.000000 0.092677 0.335111
0.001000 0.114742 0.335817
0.002000 0.154777 0.335729
0.003000 0.114492 0.333807
0.004000 0.201440 0.332465
0.005000 0.155538 0.333117
0.006000 0.042376 0.331969
0.007000 -0.144403 0.334391
0.008000 -0.421252 0.332627
0.009000 -0.378272 0.333182
0.010000 -0.520420 0.333318
0.011000 -0.532100 0.333500
0.012000 -0.522388 0.333435
0.013000 -0.544369 0.332829
0.014000 -0.548941 0.331654
0.015000 -0.478016 0.331009
0.016000 -0.374813 0.331641
0.017000 -0.268379 0.333478
0.018000 -0.164899 0.333873
0.019000 -0.061452 0.334253
0.020000 0.104176 0.333277
0.021000 0.131106 0.333096
0.022000 0.094302 0.334094
0.023000 0.152389 0.335573
0.024000 0.159201 0.335789
0.025000 0.082401 0.333663
0.026000 -0.014446 0.331903
0.027000 -0.144895 0.331649
0.028000 -0.282540 0.333373
0.029000 -0.346398 0.334605
0.030000 -0.545859 0.335304
0.031000 -0.534026 0.335010
0.032000 -0.460369 0.335256
0.033000 -0.518259 0.335455
0.034000 -0.540821 0.334146
0.035000 -0.476926 0.331796
0.036000 -0.397621 0.330124
0.037000 -0.263976 0.330245
0.038000 -0.148776 0.332353
0.039000 -0.066972 0.334575
0.040000 0.108667 0.335689
0.041000 0.134121 0.335916
0.042000 0.099395 0.334135
0.043000 0.111980 0.333427
0.044000 0.175772 0.332982
0.045000 0.106960 0.332930
0.046000 -0.037367 0.333066
0.047000 -0.158476 0.332490
0.048000 -0.290485 0.332962
0.049000 -0.357773 0.333026
0.050000 -0.542505 0.332751
0.051000 -0.541173 0.332934
0.052000 -0.530675 0.333135
0.053000 -0.542078 0.332829
0.054000 -0.545993 0.332042
0.055000 -0.507411 0.331469
0.056000 -0.411627 0.330371
0.057000 -0.208581 0.330585
0.058000 -0.182322 0.331396
0.059000 -0.051785 0.332456
0.060000 0.177344 0.334484
0.061000 0.151152 0.335688
0.062000 0.104028 0.334143
0.063000 0.129211 0.336807
0.064000 0.087121 0.336376
0.065000 0.089325 0.335320
0.066000 -0.020711 0.334874
0.067000 -0.141730 0.334774
0.068000 -0.275971 0.334583
0.069000 -0.374549 0.334224
0.070000 -0.517000 0.333409
0.071000 -0.537837 0.332638
0.072000 -0.523432 0.332637
0.073000 -0.540960 0.333237
0.074000 -0.544020 0.334223
0.075000 -0.489953 0.334152
0.076000 -0.340495 0.332136
0.077000 -0.235043 0.332826
0.078000 -0.124313 0.330634
0.079000 -0.194646 0.333304
0.080000 0.080037 0.333887
0.081000 0.128606 0.334154
0.082000 0.156360 0.334603
0.083000 0.173116 0.335969
0.084000 0.164046 0.336437
0.085000 0.095728 0.335449
0.086000 0.001502 0.333386
0.087000 -0.165421 0.331800
0.088000 -0.299216 0.331773
0.089000 -0.379818 0.332356
0.090000 -0.540668 0.333678
0.091000 -0.531233 0.334878
0.092000 -0.509140 0.335589
0.093000 -0.534252 0.334994
0.094000 -0.532358 0.333490
0.095000 -0.462770 0.332133
0.096000 -0.399429 0.331014
0.097000 -0.275657 0.330896
0.098000 -0.145694 0.331172
0.099000 -0.039925 0.331540
0.100000 0.116016 0.332324
0.101000 0.126678 0.333000
0.102000 0.157610 0.335280
0.103000 0.153748 0.336674
0.104000 0.153516 0.336848
0.105000 0.181646 0.333352
0.106000 0.000884 0.335003
0.107000 -0.169219 0.331372
0.108000 -0.384965 0.333445
0.109000 -0.401459 0.334489
0.110000 -0.538382 0.334338
0.111000 -0.534105 0.335158
0.112000 -0.458641 0.335101
0.113000 -0.542258 0.335224
0.114000 -0.550472 0.335003
0.115000 -0.479805 0.334213
0.116000 -0.369850 0.333009
0.117000 -0.240152 0.331450
0.118000 -0.142036 0.330733
0.119000 -0.058102 0.331786
0.120000 0.128798 0.333683
0.121000 0.148168 0.335117
0.122000 0.113027 0.335785
0.123000 0.158449 0.335232
0.124000 0.168277 0.333754
0.125000 0.082931 0.333520
0.126000 -0.024479 0.334469
0.127000 -0.170348 0.334295
0.128000 -0.302011 0.332953
0.129000 -0.369590 0.331785
0.130000 -0.549320 0.331629
0.131000 -0.552142 0.332032
0.132000 -0.485769 0.333178
0.133000 -0.522638 0.332781
0.134000 -0.540458 0.333313
0.135000 -0.454657 0.333494
0.136000 -0.381948 0.333683
0.137000 -0.248398 0.333457
0.138000 -0.145034 0.332894
0.139000 -0.058458 0.332090
0.140000 0.117011 0.331840
0.141000 0.127787 0.331896
0.142000 0.091629 0.332854
0.143000 0.135344 0.334533
0.144000 0.148786 0.335830
0.145000 0.098319 0.335979
0.146000 -0.061457 0.335067
0.147000 -0.180286 0.334190
0.148000 -0.287496 0.333577
0.149000 -0.405383 0.332407
0.150000 -0.537046 0.332567
0.151000 -0.539284 0.333249
0.152000 -0.490672 0.333800
0.153000 -0.513294 0.332620
0.154000 -0.515959 0.332402
0.155000 -0.484761 0.333145
0.156000 -0.272598 0.333955
0.157000 -0.272909 0.331067
0.158000 -0.121940 0.331452
0.159000 -0.116231 0.331058
0.160000 0.089421 0.331325
0.161000 0.116570 0.331781
0.162000 0.141877 0.332389
0.163000 0.112636 0.332748
0.164000 0.146895 0.332959
0.165000 0.056669 0.333192
0.166000 0.028052 0.332491
0.167000 -0.158593 0.332104
0.168000 -0.281179 0.332660
0.169000 -0.359903 0.333372
0.170000 -0.529771 0.333023
0.171000 -0.525264 0.331823
0.172000 -0.500284 0.331170
0.173000 -0.521329 0.331878
0.174000 -0.527526 0.333871
0.175000 -0.477639 0.334981
0.176000 -0.385471 0.334458
0.177000 -0.255886 0.332446
0.178000 -0.131808 0.330160
0.179000 -0.119910 0.330004
0.180000 0.084670 0.330229
0.181000 0.116346 0.330760
0.182000 0.115138 0.331941
0.183000 0.152628 0.334536
0.184000 0.147462 0.336146
0.185000 0.084689 0.335430
0.186000 -0.031158 0.333669
0.187000 -0.166488 0.331671
0.188000 -0.313994 0.330703
0.189000 -0.369736 0.331173
0.190000 -0.522224 0.331768
0.191000 -0.543358 0.332642
0.192000 -0.503351 0.333524
0.193000 -0.532819 0.334044
0.194000 -0.519234 0.333547
0.195000 -0.453769 0.332673
0.196000 -0.400965 0.331647
0.197000 -0.283409 0.331459
0.198000 -0.154768 0.330576
0.199000 -0.069871 0.330136
0.200000 0.094307 0.330292
0.201000 0.114193 0.330544
0.202000 0.168355 0.331232
0.203000 0.100306 0.333714
0.204000 0.187940 0.335826
0.205000 0.133582 0.335634
0.206000 0.051611 0.333336
0.207000 -0.144425 0.332770
0.208000 -0.375304 0.332941
0.209000 -0.403139 0.333419
0.210000 -0.528138 0.332895
0.211000 -0.532168 0.333263
0.212000 -0.446981 0.332864
0.213000 -0.530842 0.333425
0.214000 -0.528828 0.334086
0.215000 -0.471641 0.334522
0.216000 -0.361148 0.333601
0.217000 -0.250170 0.332045
0.218000 -0.126617 0.330800
0.219000 -0.056649 0.330650
0.220000 0.114065 0.331668
0.221000 0.111990 0.332811
0.222000 0.112565 0.333286
0.223000 0.135436 0.333453
0.224000 0.157627 0.332590
0.225000 0.087831 0.333007
0.226000 0.004081 0.334139
0.227000 -0.153882 0.334832
0.228000 -0.297508 0.334006
0.229000 -0.343220 0.332641
0.230000 -0.535853 0.332056
0.231000 -0.529600 0.332182
0.232000 -0.486565 0.332749
0.233000 -0.521133 0.332539
0.234000 -0.533551 0.332312
0.235000 -0.445235 0.331897
0.236000 -0.392032 0.332406
0.237000 -0.253673 0.333159
0.238000 -0.152308 0.333380
0.239000 -0.077579 0.333037
0.240000 0.084370 0.332140
0.241000 0.120527 0.331109
0.242000 0.115040 0.330444
0.243000 0.140422 0.331498
0.244000 0.148118 0.333560
0.245000 0.086702 0.335370
0.246000 -0.043915 0.336026
0.247000 -0.176665 0.335646
0.248000 -0.255607 0.334923
0.249000 -0.360465 0.333697
0.250000 -0.538296 0.332828
0.251000 -0.528213 0.332363
0.252000 -0.452889 0.332323
0.253000 -0.567080 0.332723
0.254000 -0.514651 0.333210
0.255000 -0.425670 0.332595
0.256000 -0.324075 0.333777
0.257000 -0.244680 0.331514
0.258000 -0.217148 0.333160
0.259000 -0.105422 0.332863
0.260000 0.093250 0.332646
0.261000 0.118547 0.332218
0.262000 0.108596 0.331754
0.263000 0.097140 0.331339
0.264000 0.165543 0.332150
0.265000 0.090377 0.333137
0.266000 0.021478 0.333060
0.267000 -0.133802 0.332747
0.268000 -0.265825 0.333176
0.269000 -0.352105 0.333796
0.270000 -0.526154 0.333375
0.271000 -0.524353 0.331644
0.272000 -0.507432 0.329910
0.273000 -0.515719 0.329532
0.274000 -0.546922 0.331241
0.275000 -0.455122 0.333925
0.276000 -0.390947 0.334674
0.277000 -0.271585 0.333657
0.278000 -0.138155 0.331886
0.279000 -0.115767 0.330589
0.280000 0.085253 0.330681
0.281000 0.112812 0.330779
0.282000 0.160637 0.330376
0.283000 0.160253 0.330820
0.284000 0.164038 0.332166
0.285000 0.084461 0.334552
0.286000 -0.002255 0.335699
0.287000 -0.162883 0.334439
0.288000 -0.278008 0.332438
0.289000 -0.358901 0.331409
0.290000 -0.516618 0.331334
0.291000 -0.524495 0.332053
0.292000 -0.526831 0.332022
0.293000 -0.543463 0.331587
0.294000 -0.540494 0.331213
0.295000 -0.468198 0.330739
0.296000 -0.437064 0.331456
0.297000 -0.291085 0.331997
0.298000 -0.142498 0.331275
0.299000 -0.051015 0.330704
0.300000 0.106398 0.330600
